interaction_id,user_id,session_id,turn_index,timestamp,support_mode,fragment,fragment_word_count,pause_intervals,repetition_detected,camera_enabled,visible_objects,pointing_target,pointing_confidence,candidate_1,candidate_2,candidate_3,top1_before_learning,confirmed_text,user_feedback,reward,memory_similarity,learned_rank_score,policy_version,split
i_04760,user_01,user_01_s14,119,1700176120,prefer_not_to_say,can we... noise...,3,1.6,0,1,charger;quiet,quiet,0.63,It is too loud.,I need my charger.,I need my tablet.,It is too loud.,It is too loud.,accepted,1,0.95,0.874,18,test
i_04761,user_02,user_02_s14,119,1700176157,aphasia_word_finding,I want... that... book...,4,2.0,0,1,notebook;blanket,,0.0,I need my notebook.,I need my blanket.,I need my tablet.,I need my notebook.,I need my notebook.,accepted,1,0.95,0.685,11,test
i_04762,user_03,user_03_s14,119,1700176194,aphasia_word_finding,uh... tired... tired...,3,2.6,1,0,,,0.0,I need my blanket.,I need my phone.,I need a break.,I need my phone.,I need a break.,rejected,-1,0.95,0.685,12,test
i_04763,user_04,user_04_s14,119,1700176231,prefer_not_to_say,I... um... thing...,3,1.3;2.0,0,1,headphones;keys,,0.0,I need my keys.,I need my headphones.,I need my jacket.,I need my jacket.,I need my headphones.,rejected,-1,0.95,0.685,16,test
i_04764,user_05,user_05_s14,119,1700176268,aac,can we... coat...,3,1.1;1.2,0,1,jacket;tablet,,0.0,I need my jacket.,I need my headphones.,I need my tablet.,I need my jacket.,I need my jacket.,accepted,1,0.234,0.47,2,test
i_04765,user_06,user_06_s14,119,1700176305,autism_neurodivergent,can we... loud...,3,0.9,0,0,,,0.0,I need my notebook.,It is too loud.,I need my phone.,I need my notebook.,It is too loud.,rejected,-1,0.95,0.685,16,test
i_04766,user_07,user_07_s14,119,1700176342,aphasia_word_finding,I need... that... thing...,4,2.7;1.1,0,0,,,0.0,I need some water.,I need my notebook.,I need my headphones.,I need my headphones.,I need my headphones.,accepted,1,0.95,0.685,12,test
i_04767,user_08,user_08_s14,119,1700176379,cognitive_fatigue,can you get... tired...,4,1.9;2.3,0,0,,,0.0,I need my tablet.,I need my notebook.,I need a break.,I need my tablet.,I need a break.,rejected,-1,0.95,0.685,13,test
i_04768,user_09,user_09_s14,119,1700176416,autism_neurodivergent,I want... that... home...,4,2.1;2.6,0,1,phone;leave,,0.0,I want to leave.,I need my phone.,I need my blanket.,I want to leave.,I want to leave.,accepted,1,0.95,0.685,13,test
i_04769,user_10,user_10_s14,119,1700176453,autism_neurodivergent,I... um... cup...,3,0.9,0,1,water;headphones,water,0.6,I need my phone.,I need some water.,I need my headphones.,I need some water.,I need some water.,accepted,1,0.95,0.865,13,test
i_04770,user_11,user_11_s14,119,1700176490,aac,can you get... go...,4,1.6;2.4,0,0,,,0.0,I need my glasses.,I want to leave.,I need my blanket.,I need my glasses.,I want to leave.,rejected,-1,0.95,0.685,19,test
i_04771,user_12,user_12_s14,119,1700176527,aac,can we... stuck...,3,1.9,0,0,,,0.0,I need my notebook.,I need help.,I need my tablet.,I need help.,I need help.,accepted,1,0.95,0.685,10,test
i_04772,user_13,user_13_s14,119,1700176564,aac,uh... thing... thing...,3,2.2,0,0,,,0.0,I need my phone.,I need my headphones.,I need my tablet.,I need my phone.,I need my phone.,accepted,1,0.95,0.685,12,test
i_04773,user_14,user_14_s14,119,1700176601,cognitive_fatigue,I need... that... much...,4,2.4;1.1,0,1,jacket;break,,0.0,I need a break.,I need my jacket.,I need my headphones.,I need my jacket.,I need a break.,rejected,-1,0.95,0.685,11,test
i_04774,user_15,user_15_s14,119,1700176638,cognitive_fatigue,I need... that... crowd...,4,0.6,0,1,alone;keys,,0.0,I want to be alone for a bit.,I need my tablet.,I need my keys.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.685,13,test
i_04775,user_16,user_16_s14,119,1700176675,cognitive_fatigue,I need... stuck...,3,2.5,0,1,tablet;help,,0.0,I need my headphones.,I need help.,I need my tablet.,I need my headphones.,I need help.,rejected,-1,0.95,0.685,12,test
i_04776,user_17,user_17_s14,119,1700176712,aphasia_word_finding,can you get... much...,4,2.4,0,0,,,0.0,I need my charger.,I need my jacket.,I need a break.,I need my charger.,I need a break.,rejected,-1,0.95,0.685,16,test
i_04777,user_18,user_18_s14,119,1700176749,cognitive_fatigue,I... um... black...,3,0.8;1.5,0,1,water;phone,,0.0,I need my phone.,I need my notebook.,I need some water.,I need my phone.,I need my phone.,accepted,1,0.95,0.685,14,test
i_04778,user_19,user_19_s14,119,1700176786,aphasia_word_finding,much...,1,1.4;2.5,0,0,,,0.0,I need a break.,I need some water.,I need my blanket.,I need my blanket.,I need a break.,rejected,-1,0.95,0.685,15,test
i_04779,user_20,user_20_s14,119,1700176823,prefer_not_to_say,go...,1,1.2,1,1,leave;tablet,leave,0.67,I want to leave.,I need my phone.,I need my tablet.,I want to leave.,I want to leave.,accepted,1,0.95,0.886,11,test
i_04780,user_21,user_21_s14,119,1700176860,aphasia_word_finding,can we... warm...,3,2.0;2.2,0,1,jacket;charger,,0.0,I need my glasses.,I need my charger.,I need my jacket.,I need my glasses.,I need my jacket.,rejected,-1,0.95,0.685,10,test
i_04781,user_22,user_22_s14,119,1700176897,cognitive_fatigue,I need... cable...,3,2.1,0,1,charger;blanket,charger,0.71,I need my blanket.,I need my charger.,I need my headphones.,I need my charger.,I need my charger.,accepted,1,0.847,0.867,5,test
i_04782,user_23,user_23_s14,119,1700176934,aac,I... um... stuck...,3,2.4,0,0,,,0.0,I need help.,I need my jacket.,I need my blanket.,I need help.,I need help.,accepted,1,0.95,0.685,18,test
i_04783,user_24,user_24_s14,119,1700176971,prefer_not_to_say,uh... much... much...,3,1.1,1,1,break;glasses,break,0.78,I need my jacket.,I need my glasses.,I need a break.,I need a break.,I need a break.,accepted,1,0.95,0.919,13,test
i_04784,user_25,user_25_s14,119,1700177008,cognitive_fatigue,I want... that... go...,4,1.5;2.5,0,1,glasses;leave,leave,0.8,I want to leave.,I need my glasses.,I need my tablet.,I want to leave.,I want to leave.,accepted,1,0.95,0.925,17,test
i_04785,user_26,user_26_s14,119,1700177045,cognitive_fatigue,I... um... app...,3,2.6,0,1,tablet;jacket,,0.0,I need my tablet.,I need my phone.,I need my jacket.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.685,15,test
i_04786,user_27,user_27_s14,119,1700177082,prefer_not_to_say,uh... stuck... stuck...,3,1.9;1.9,0,0,,,0.0,I need my tablet.,I need help.,I need my glasses.,I need my tablet.,I need help.,rejected,-1,0.95,0.685,10,test
i_04787,user_28,user_28_s14,119,1700177119,prefer_not_to_say,can you get... screen...,4,2.3;2.2,0,1,water;tablet,,0.0,I need my charger.,I need some water.,I need my tablet.,I need my charger.,I need my tablet.,rejected,-1,0.95,0.685,13,test
i_04788,user_29,user_29_s14,119,1700177156,aphasia_word_finding,I need... that... stop...,4,0.7,0,0,,,0.0,I need my charger.,I need a break.,I need my notebook.,I need my notebook.,I need a break.,rejected,-1,0.95,0.685,17,test
i_04789,user_30,user_30_s14,119,1700177193,other,can you get... cannot...,4,1.0,0,0,,,0.0,I need my jacket.,I need help.,I need my phone.,I need my phone.,I need help.,rejected,-1,0.95,0.685,15,test
i_04790,user_31,user_31_s14,119,1700177230,cognitive_fatigue,can we... blue...,3,1.7;0.6,0,1,headphones;jacket,headphones,0.89,I need my charger.,I need my jacket.,I need my headphones.,I need my headphones.,I need my headphones.,accepted,1,0.95,0.952,18,test
i_04791,user_32,user_32_s14,119,1700177267,cognitive_fatigue,uh... people... people...,3,1.8;2.4,0,1,alone;water,alone,0.92,I need my jacket.,I want to be alone for a bit.,I need some water.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.961,8,test
i_04792,user_33,user_33_s14,119,1700177304,other,can you get... crowd...,4,2.4;2.6,0,0,,,0.0,I need my headphones.,I need my keys.,I want to be alone for a bit.,I need my keys.,I want to be alone for a bit.,rejected,-1,0.95,0.685,8,test
i_04793,user_34,user_34_s14,119,1700177341,speech_language,coat...,1,1.2;2.7,0,1,jacket;tablet,,0.0,I need my tablet.,I need my jacket.,I need my blanket.,I need my jacket.,I need my jacket.,accepted,1,0.95,0.685,20,test
i_04794,user_35,user_35_s14,119,1700177378,aphasia_word_finding,crowd...,1,0.7,0,1,charger;alone,,0.0,I need my charger.,I need my jacket.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.685,15,test
i_04795,user_36,user_36_s14,119,1700177415,cognitive_fatigue,I want... that... see...,4,1.7;2.7,0,1,headphones;glasses,glasses,0.59,I need my headphones.,I need my tablet.,I need my glasses.,I need my glasses.,I need my glasses.,accepted,1,0.95,0.862,16,test
i_04796,user_37,user_37_s14,119,1700177452,autism_neurodivergent,can we... much...,3,1.1;2.3,0,1,tablet;quiet,,0.0,It is too loud.,I need my blanket.,I need my tablet.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,16,test
i_04797,user_38,user_38_s14,119,1700177489,autism_neurodivergent,can we... cable...,3,2.7,0,0,,,0.0,I need my blanket.,I need my notebook.,I need my charger.,I need my blanket.,I need my charger.,rejected,-1,0.282,0.485,2,test
i_04798,user_39,user_39_s14,119,1700177526,prefer_not_to_say,I need... soft...,3,0.9,0,1,blanket;water,,0.0,I need some water.,I need my blanket.,I need my phone.,I need some water.,I need my blanket.,rejected,-1,0.95,0.685,17,test
i_04799,user_40,user_40_s14,119,1700177563,prefer_not_to_say,uh... app... app...,3,1.9,1,1,tablet;water,,0.0,I need my tablet.,I need some water.,I need my glasses.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.685,12,test
i_04800,user_01,user_01_s15,120,1700177600,prefer_not_to_say,I need... that... cable...,4,1.6,0,0,,,0.0,I need my glasses.,I need my jacket.,I need my charger.,I need my glasses.,I need my charger.,rejected,-1,0.95,0.685,11,test
i_04801,user_02,user_02_s15,120,1700177637,aphasia_word_finding,I need... that... thing...,4,1.3,0,1,headphones;blanket,,0.0,I need my headphones.,I need my tablet.,I need my blanket.,I need my headphones.,I need my headphones.,accepted,1,0.95,0.685,12,test
i_04802,user_03,user_03_s15,120,1700177674,aphasia_word_finding,I need... blue...,3,1.3,0,0,,,0.0,I need my jacket.,I need my notebook.,I need my headphones.,I need my jacket.,I need my headphones.,rejected,-1,0.95,0.685,17,test
i_04803,user_04,user_04_s15,120,1700177711,prefer_not_to_say,uh... cannot... cannot...,3,2.3,0,1,blanket;help,,0.0,I need my blanket.,I need my tablet.,I need help.,I need help.,I need help.,accepted,1,0.95,0.685,19,test
i_04804,user_05,user_05_s15,120,1700177748,aac,can you get... crowd...,4,2.5,0,1,alone;water,,0.0,I need my tablet.,I want to be alone for a bit.,I need some water.,I need my tablet.,I want to be alone for a bit.,rejected,-1,0.95,0.685,13,test
i_04805,user_06,user_06_s15,120,1700177785,autism_neurodivergent,I... um... door...,3,1.8;1.9,0,1,keys;phone,keys,0.66,I need my notebook.,I need my phone.,I need my keys.,I need my keys.,I need my keys.,accepted,1,0.649,0.793,4,test
i_04806,user_07,user_07_s15,120,1700177822,aphasia_word_finding,I want... that... crowd...,4,2.7;0.8,0,1,notebook;alone,,0.0,I want to be alone for a bit.,I need my headphones.,I need my notebook.,I need my headphones.,I want to be alone for a bit.,rejected,-1,0.95,0.685,11,test
i_04807,user_08,user_08_s15,120,1700177859,cognitive_fatigue,can you get... cord...,4,2.3;2.4,0,1,charger;blanket,,0.0,I need some water.,I need my blanket.,I need my charger.,I need some water.,I need my charger.,rejected,-1,0.443,0.533,3,test
i_04808,user_09,user_09_s15,120,1700177896,autism_neurodivergent,can we... black...,3,0.7;2.1,0,1,tablet;phone,phone,0.85,I need my blanket.,I need my tablet.,I need my phone.,I need my phone.,I need my phone.,accepted,1,0.95,0.94,16,test
i_04809,user_10,user_10_s15,120,1700177933,autism_neurodivergent,I need... read...,3,1.5,0,0,,,0.0,I need my notebook.,I need my glasses.,I need my tablet.,I need my notebook.,I need my glasses.,rejected,-1,0.845,0.653,5,test
i_04810,user_11,user_11_s15,120,1700177970,aac,I need... that... cannot...,4,2.4;1.1,0,1,keys;help,help,0.83,I need my keys.,I need my headphones.,I need help.,I need help.,I need help.,accepted,1,0.95,0.934,19,test
i_04811,user_12,user_12_s15,120,1700178007,aac,I... um... blue...,3,1.3;2.7,0,0,,,0.0,I need my headphones.,I need my jacket.,I need my charger.,I need my headphones.,I need my headphones.,accepted,1,0.253,0.476,2,test
i_04812,user_13,user_13_s15,120,1700178044,aac,I want... that... cannot...,4,2.5,0,0,,,0.0,I need my jacket.,I need help.,I need my blanket.,I need my jacket.,I need help.,rejected,-1,0.95,0.685,17,test
i_04813,user_14,user_14_s15,120,1700178081,cognitive_fatigue,I... um... go...,3,2.3,0,1,leave;water,leave,0.57,I need some water.,I need my notebook.,I want to leave.,I want to leave.,I want to leave.,accepted,1,0.95,0.856,19,test
i_04814,user_15,user_15_s15,120,1700178118,cognitive_fatigue,I... um... much...,3,1.7,0,0,,,0.0,It is too loud.,I need my blanket.,I need my jacket.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,6,test
i_04815,user_16,user_16_s15,120,1700178155,cognitive_fatigue,I... um... home...,3,2.7,0,0,,,0.0,I need my glasses.,I need my headphones.,I want to leave.,I need my glasses.,I want to leave.,rejected,-1,0.95,0.685,16,test
i_04816,user_17,user_17_s15,120,1700178192,aphasia_word_finding,uh... thing... thing...,3,2.5;2.6,1,1,phone;keys,,0.0,I need my headphones.,I need my phone.,I need my keys.,I need my headphones.,I need my phone.,rejected,-1,0.477,0.543,3,test
i_04817,user_18,user_18_s15,120,1700178229,cognitive_fatigue,can you get... much...,4,2.6,1,1,quiet;phone,,0.0,I need my phone.,It is too loud.,I need some water.,I need some water.,It is too loud.,rejected,-1,0.95,0.685,18,test
i_04818,user_19,user_19_s15,120,1700178266,aphasia_word_finding,can you get... cup...,4,2.7,0,0,,,0.0,I need my notebook.,I need my charger.,I need some water.,I need my charger.,I need some water.,rejected,-1,0.95,0.685,18,test
i_04819,user_20,user_20_s15,120,1700178303,prefer_not_to_say,noise...,1,0.9,1,0,,,0.0,I need my blanket.,I need my tablet.,It is too loud.,I need my blanket.,It is too loud.,rejected,-1,0.95,0.685,14,test
i_04820,user_21,user_21_s15,120,1700178340,aphasia_word_finding,can we... metal...,3,2.2,0,0,,,0.0,I need my blanket.,I need my glasses.,I need my keys.,I need my blanket.,I need my keys.,rejected,-1,0.95,0.685,12,test
i_04821,user_22,user_22_s15,120,1700178377,cognitive_fatigue,can you get... much...,4,2.0,0,1,glasses;quiet,quiet,0.61,I need my glasses.,I need my jacket.,It is too loud.,It is too loud.,It is too loud.,accepted,1,0.95,0.868,11,test
i_04822,user_23,user_23_s15,120,1700178414,aac,I need... stuck...,3,2.6,0,0,,,0.0,I need help.,I need my tablet.,I need my keys.,I need my keys.,I need help.,rejected,-1,0.95,0.685,19,test
i_04823,user_24,user_24_s15,120,1700178451,prefer_not_to_say,I need... door...,3,1.4;2.1,0,0,,,0.0,I need my blanket.,I need my charger.,I need my keys.,I need my charger.,I need my keys.,rejected,-1,0.95,0.685,17,test
i_04824,user_25,user_25_s15,120,1700178488,cognitive_fatigue,can you get... out...,4,1.7,0,1,leave;keys,leave,0.91,I want to leave.,I need my headphones.,I need my keys.,I want to leave.,I want to leave.,accepted,1,0.95,0.958,18,test
i_04825,user_26,user_26_s15,120,1700178525,cognitive_fatigue,uh... much... much...,3,1.3;2.4,0,1,quiet;keys,,0.0,I need my tablet.,It is too loud.,I need my keys.,I need my tablet.,It is too loud.,rejected,-1,0.95,0.685,12,test
i_04826,user_27,user_27_s15,120,1700178562,prefer_not_to_say,crowd...,1,2.8,0,0,,,0.0,I want to be alone for a bit.,I need my keys.,I need my headphones.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.685,16,test
i_04827,user_28,user_28_s15,120,1700178599,prefer_not_to_say,I need... much...,3,2.3;2.7,0,1,charger;quiet,,0.0,I need my charger.,It is too loud.,I need my blanket.,I need my charger.,It is too loud.,rejected,-1,0.95,0.685,18,test
i_04828,user_29,user_29_s15,120,1700178636,aphasia_word_finding,I need... blue...,3,2.6;2.4,0,0,,,0.0,I need my charger.,I need some water.,I need my headphones.,I need my charger.,I need my headphones.,rejected,-1,0.95,0.685,10,test
i_04829,user_30,user_30_s15,120,1700178673,other,I need... out...,3,1.8,0,1,leave;keys,,0.0,I need my keys.,I need my notebook.,I want to leave.,I want to leave.,I want to leave.,accepted,1,0.95,0.685,10,test
i_04830,user_31,user_31_s15,120,1700178710,cognitive_fatigue,read...,1,2.0,0,0,,,0.0,I need my tablet.,I need my headphones.,I need my glasses.,I need my tablet.,I need my glasses.,rejected,-1,0.95,0.685,12,test
i_04831,user_32,user_32_s15,120,1700178747,cognitive_fatigue,can we... tired...,3,1.8;1.7,1,0,,,0.0,I need my tablet.,I need my charger.,I need a break.,I need my tablet.,I need a break.,rejected,-1,0.95,0.685,18,test
i_04832,user_33,user_33_s15,120,1700178784,other,uh... blue... blue...,3,1.5;2.1,0,0,,,0.0,I need my jacket.,I need my glasses.,I need my notebook.,I need my jacket.,I need my notebook.,rejected,-1,0.95,0.685,15,test
i_04833,user_34,user_34_s15,120,1700178821,speech_language,uh... thing... thing...,3,2.5;1.1,1,1,phone;water,,0.0,I need my jacket.,I need some water.,I need my phone.,I need my jacket.,I need my phone.,rejected,-1,0.95,0.685,14,test
i_04834,user_35,user_35_s15,120,1700178858,aphasia_word_finding,can you get... home...,4,1.6;0.6,0,1,water;leave,,0.0,I want to leave.,I need some water.,I need my keys.,I need some water.,I want to leave.,rejected,-1,0.95,0.685,15,test
i_04835,user_36,user_36_s15,120,1700178895,cognitive_fatigue,uh... stuck... stuck...,3,2.4;1.7,1,1,glasses;help,help,0.69,I need my headphones.,I need help.,I need my glasses.,I need help.,I need help.,accepted,1,0.95,0.892,17,test
i_04836,user_37,user_37_s15,120,1700178932,autism_neurodivergent,I want... that... stuck...,4,1.2;2.5,0,1,help;water,,0.0,I need some water.,I need help.,I need my jacket.,I need some water.,I need help.,rejected,-1,0.95,0.685,14,test
i_04837,user_38,user_38_s15,120,1700178969,autism_neurodivergent,I need... soft...,3,2.5,0,1,blanket;notebook,,0.0,I need my blanket.,I need my notebook.,I need my phone.,I need my blanket.,I need my blanket.,accepted,1,0.95,0.685,17,test
i_04838,user_39,user_39_s15,120,1700179006,prefer_not_to_say,can you get... noise...,4,2.2;2.1,0,0,,,0.0,I need my phone.,I need my glasses.,It is too loud.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,13,test
i_04839,user_40,user_40_s15,120,1700179043,prefer_not_to_say,uh... loud... loud...,3,2.4;0.9,0,1,tablet;quiet,,0.0,I need my tablet.,It is too loud.,I need my glasses.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,18,test
i_04840,user_01,user_01_s15,121,1700179080,prefer_not_to_say,I need... cord...,3,1.0;1.5,0,0,,,0.0,I need my phone.,I need my charger.,I need my notebook.,I need my phone.,I need my charger.,rejected,-1,0.95,0.685,12,test
i_04841,user_02,user_02_s15,121,1700179117,aphasia_word_finding,I need... that... cannot...,4,1.1,0,1,water;help,,0.0,I need my notebook.,I need some water.,I need help.,I need some water.,I need help.,rejected,-1,0.95,0.685,9,test
i_04842,user_03,user_03_s15,121,1700179154,aphasia_word_finding,can you get... black...,4,2.6;2.6,0,1,phone;jacket,,0.0,I need my blanket.,I need my phone.,I need my jacket.,I need my blanket.,I need my phone.,rejected,-1,0.95,0.685,14,test
i_04843,user_04,user_04_s15,121,1700179191,prefer_not_to_say,can you get... cup...,4,2.3;2.1,0,0,,,0.0,I need some water.,I need my charger.,I need my tablet.,I need some water.,I need some water.,accepted,1,0.327,0.498,2,test
i_04844,user_05,user_05_s15,121,1700179228,aac,I need... that... app...,4,1.5;1.2,0,0,,,0.0,I need my phone.,I need my headphones.,I need my tablet.,I need my phone.,I need my tablet.,rejected,-1,0.638,0.591,4,test
i_04845,user_06,user_06_s15,121,1700179265,autism_neurodivergent,uh... read... read...,3,1.8;2.6,0,1,glasses;phone,,0.0,I need my glasses.,I need my phone.,I need my keys.,I need my phone.,I need my glasses.,rejected,-1,0.95,0.685,6,test
i_04846,user_07,user_07_s15,121,1700179302,aphasia_word_finding,I want... that... crowd...,4,2.5;0.9,1,1,alone;blanket,,0.0,I need my blanket.,I need my charger.,I want to be alone for a bit.,I need my blanket.,I want to be alone for a bit.,rejected,-1,0.95,0.685,12,test
i_04847,user_08,user_08_s15,121,1700179339,cognitive_fatigue,I... um... screen...,3,2.6;1.3,1,1,tablet;phone,tablet,0.61,I need my charger.,I need my tablet.,I need my phone.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.868,16,test
i_04848,user_09,user_09_s15,121,1700179376,autism_neurodivergent,uh... thing... thing...,3,2.4;0.8,0,1,phone;charger,phone,0.85,I need my charger.,I need my notebook.,I need my phone.,I need my phone.,I need my phone.,accepted,1,0.95,0.94,17,test
i_04849,user_10,user_10_s15,121,1700179413,autism_neurodivergent,stuck...,1,1.3;1.7,0,1,jacket;help,help,0.95,I need help.,I need my jacket.,I need my notebook.,I need help.,I need help.,accepted,1,0.95,0.97,14,test
i_04850,user_11,user_11_s15,121,1700179450,aac,uh... metal... metal...,3,1.7;1.3,1,0,,,0.0,I need my blanket.,I need my keys.,I need my tablet.,I need my blanket.,I need my keys.,rejected,-1,0.132,0.44,1,test
i_04851,user_12,user_12_s15,121,1700179487,aac,I... um... cup...,3,1.3,0,0,,,0.0,I need my headphones.,I need some water.,I need my blanket.,I need my headphones.,I need some water.,rejected,-1,0.95,0.685,20,test
i_04852,user_13,user_13_s15,121,1700179524,aac,I need... that... cannot...,4,1.6;1.3,0,0,,,0.0,I need help.,I need my glasses.,I need my blanket.,I need my blanket.,I need help.,rejected,-1,0.95,0.685,18,test
i_04853,user_14,user_14_s15,121,1700179561,cognitive_fatigue,can you get... people...,4,1.7,0,0,,,0.0,I need my tablet.,I need my glasses.,I want to be alone for a bit.,I need my tablet.,I want to be alone for a bit.,rejected,-1,0.95,0.685,10,test
i_04854,user_15,user_15_s15,121,1700179598,cognitive_fatigue,I need... that... blue...,4,1.8;2.7,0,1,notebook;tablet,notebook,0.91,I need my tablet.,I need my glasses.,I need my notebook.,I need my notebook.,I need my notebook.,accepted,1,0.318,0.768,2,test
i_04855,user_16,user_16_s15,121,1700179635,cognitive_fatigue,I want... that... noise...,4,0.9,0,0,,,0.0,I need my tablet.,It is too loud.,I need my headphones.,I need my tablet.,It is too loud.,rejected,-1,0.95,0.685,16,test
i_04856,user_17,user_17_s15,121,1700179672,aphasia_word_finding,can you get... cold...,4,2.2;1.1,0,1,charger;blanket,blanket,0.67,I need my charger.,I need some water.,I need my blanket.,I need my blanket.,I need my blanket.,accepted,1,0.95,0.886,14,test
i_04857,user_18,user_18_s15,121,1700179709,cognitive_fatigue,I need... that... stop...,4,1.2,0,1,break;glasses,break,0.92,I need my glasses.,I need my notebook.,I need a break.,I need a break.,I need a break.,accepted,1,0.95,0.961,15,test
i_04858,user_19,user_19_s15,121,1700179746,aphasia_word_finding,I... um... go...,3,0.6;1.5,0,0,,,0.0,I want to leave.,I need my glasses.,I need my tablet.,I need my tablet.,I want to leave.,rejected,-1,0.95,0.685,13,test
i_04859,user_20,user_20_s15,121,1700179783,prefer_not_to_say,I want... that... screen...,4,2.5,0,1,keys;tablet,tablet,0.61,I need some water.,I need my tablet.,I need my keys.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.868,13,test
i_04860,user_21,user_21_s15,121,1700179820,aphasia_word_finding,soft...,1,1.8,0,0,,,0.0,I need my blanket.,I need my glasses.,I need some water.,I need my blanket.,I need my blanket.,accepted,1,0.642,0.593,4,test
i_04861,user_22,user_22_s15,121,1700179857,cognitive_fatigue,I need... people...,3,2.7,0,1,alone;phone,alone,0.85,I need my phone.,I need some water.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.94,14,test
i_04862,user_23,user_23_s15,121,1700179894,aac,black...,1,1.8,1,1,phone;blanket,,0.0,I need my headphones.,I need my blanket.,I need my phone.,I need my headphones.,I need my phone.,rejected,-1,0.651,0.595,4,test
i_04863,user_24,user_24_s15,121,1700179931,prefer_not_to_say,can you get... stop...,4,2.7,0,1,water;break,break,0.6,I need my charger.,I need a break.,I need some water.,I need a break.,I need a break.,accepted,1,0.95,0.865,14,test
i_04864,user_25,user_25_s15,121,1700179968,cognitive_fatigue,cord...,1,0.9,0,1,phone;charger,charger,0.68,I need my phone.,I need my charger.,I need some water.,I need my charger.,I need my charger.,accepted,1,0.284,0.689,2,test
i_04865,user_26,user_26_s15,121,1700180005,cognitive_fatigue,I need... loud...,3,2.3;2.6,0,0,,,0.0,It is too loud.,I need my charger.,I need my notebook.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,13,test
i_04866,user_27,user_27_s15,121,1700180042,prefer_not_to_say,I want... that... drink...,4,2.4,0,0,,,0.0,I need my headphones.,I need some water.,I need my tablet.,I need my tablet.,I need some water.,rejected,-1,0.498,0.549,3,test
i_04867,user_28,user_28_s15,121,1700180079,prefer_not_to_say,uh... screen... screen...,3,2.5,0,1,charger;tablet,tablet,0.55,I need my charger.,I need my headphones.,I need my tablet.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.85,14,test
i_04868,user_29,user_29_s15,121,1700180116,aphasia_word_finding,I want... that... stop...,4,1.8;0.7,0,1,glasses;break,,0.0,I need a break.,I need my jacket.,I need my glasses.,I need a break.,I need a break.,accepted,1,0.95,0.685,18,test
i_04869,user_30,user_30_s15,121,1700180153,other,can you get... metal...,4,0.7,0,0,,,0.0,I need my tablet.,I need my keys.,I need my glasses.,I need my tablet.,I need my keys.,rejected,-1,0.95,0.685,13,test
i_04870,user_31,user_31_s15,121,1700180190,cognitive_fatigue,I need... much...,3,1.3;2.0,0,0,,,0.0,I need a break.,I need my notebook.,I need my blanket.,I need a break.,I need a break.,accepted,1,0.95,0.685,14,test
i_04871,user_32,user_32_s15,121,1700180227,cognitive_fatigue,I... um... drink...,3,0.8,0,1,water;glasses,water,0.59,I need some water.,I need my glasses.,I need my headphones.,I need my headphones.,I need some water.,rejected,-1,0.95,0.862,11,test
i_04872,user_33,user_33_s15,121,1700180264,other,uh... blue... blue...,3,1.5;0.9,0,1,notebook;water,,0.0,I need my notebook.,I need my blanket.,I need some water.,I need some water.,I need my notebook.,rejected,-1,0.95,0.685,16,test
i_04873,user_34,user_34_s15,121,1700180301,speech_language,can we... coat...,3,1.6,0,1,notebook;jacket,,0.0,I need my notebook.,I need my jacket.,I need my headphones.,I need my notebook.,I need my jacket.,rejected,-1,0.95,0.685,21,test
i_04874,user_35,user_35_s15,121,1700180338,aphasia_word_finding,I need... that... cup...,4,2.8,1,1,glasses;water,,0.0,I need some water.,I need my jacket.,I need my glasses.,I need some water.,I need some water.,accepted,1,0.95,0.685,9,test
i_04875,user_36,user_36_s15,121,1700180375,cognitive_fatigue,uh... see... see...,3,1.5,0,0,,,0.0,I need my charger.,I need my glasses.,I need my tablet.,I need my glasses.,I need my glasses.,accepted,1,0.95,0.685,17,test
i_04876,user_37,user_37_s15,121,1700180412,autism_neurodivergent,I need... drink...,3,1.3;1.8,0,1,jacket;water,,0.0,I need my headphones.,I need my jacket.,I need some water.,I need my headphones.,I need some water.,rejected,-1,0.95,0.685,11,test
i_04877,user_38,user_38_s15,121,1700180449,autism_neurodivergent,can you get... coat...,4,1.4,0,1,glasses;jacket,jacket,0.56,I need my blanket.,I need my jacket.,I need my glasses.,I need my glasses.,I need my jacket.,rejected,-1,0.95,0.853,16,test
